源文档,原始行号,所属章节,行意图,对应需求ID或背景,审阅结论,问题ID,原文,审阅范围,源快照SHA256
product-design.md,200,05. 流程、状态与时序 / 05.4 采购、入库与调拨时序,定义不足采购/足够现货共用入库后调拨及工厂实收｜本行：F->>F: 实收合格数量；确认差异,MATERIAL-005/006/009/011；ACT-S03-12/13,时序区分交付实收正确；主例组合项需保持同样责任分段,F04, F->>F: 实收合格数量；确认差异,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,201,05. 流程、状态与时序 / 05.4 采购、入库与调拨时序,"定义不足采购/足够现货共用入库后调拨及工厂实收｜本行：Note over W,F: 入库不等于出库；出库不等于工厂实收；实收原料不等于目标加工料",MATERIAL-005/006/009/011；ACT-S03-12/13,时序区分交付实收正确；主例组合项需保持同样责任分段,F04," Note over W,F: 入库不等于出库；出库不等于工厂实收；实收原料不等于目标加工料",仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,202,05. 流程、状态与时序 / 05.4 采购、入库与调拨时序,组织文档或图表语法：,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,```,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,204,06. 面辅料的条件工作与数量,组织文档或图表语法：06. 面辅料的条件工作与数量,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,## 06. 面辅料的条件工作与数量,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,206,06. 面辅料的条件工作与数量,定义物料需求、采购缺口、到厂缺口、可开工量｜本行：物料需求来自需求SKU数量、适用BOM版本、单耗和损耗规则。采用已确认单位换算，不能直接相加M、Yard、PCS。是否采购由可供本需求使用的数量,MATERIAL-001/002/003/004/005,缺口口径成立；可开工量须限定SKU/BOM/批次与单位投入系数,F07,物料需求来自需求SKU数量、适用BOM版本、单耗和损耗规则。采用已确认单位换算，不能直接相加M、Yard、PCS。是否采购由可供本需求使用的数量判断，采购地区和供给方式再决定工作路线。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,208,06. 面辅料的条件工作与数量,组织文档或图表语法：text,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,```text,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,209,06. 面辅料的条件工作与数量,定义物料需求、采购缺口、到厂缺口、可开工量｜本行：物料总需求 = Σ(该成衣SKU有效需求量 × 单耗 × 适用损耗系数),MATERIAL-001,缺口口径成立；可开工量须限定SKU/BOM/批次与单位投入系数,F07,物料总需求 = Σ(该成衣SKU有效需求量 × 单耗 × 适用损耗系数),仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,210,06. 面辅料的条件工作与数量,"定义物料需求、采购缺口、到厂缺口、可开工量｜本行：新增供给缺口 = max(物料总需求 - 已分配合格现货 - 已落实且未重复占用的其他供给, 0)",MATERIAL-003/004,缺口口径成立；可开工量须限定SKU/BOM/批次与单位投入系数,F07,"新增供给缺口 = max(物料总需求 - 已分配合格现货 - 已落实且未重复占用的其他供给, 0)",仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,211,06. 面辅料的条件工作与数量,"定义物料需求、采购缺口、到厂缺口、可开工量｜本行：到厂尚缺数量 = max(本批所需目标物料数量 - 已分配且目标工厂实收合格的目标物料数量, 0)",MATERIAL-006/010,缺口口径成立；可开工量须限定SKU/BOM/批次与单位投入系数,F07,"到厂尚缺数量 = max(本批所需目标物料数量 - 已分配且目标工厂实收合格的目标物料数量, 0)",仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,212,06. 面辅料的条件工作与数量,定义物料需求、采购缺口、到厂缺口、可开工量｜本行：可开工成衣数量 = min(各必需物料可用量 / 各自单耗)按现场成衣单位向下取整,MATERIAL-001/002（需补SKU/批次边界）,缺口口径成立；可开工量须限定SKU/BOM/批次与单位投入系数,F07,可开工成衣数量 = min(各必需物料可用量 / 各自单耗)按现场成衣单位向下取整,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,213,06. 面辅料的条件工作与数量,组织文档或图表语法：,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,```,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,215,06. 面辅料的条件工作与数量,定义物料需求、采购缺口、到厂缺口、可开工量｜本行：新采购700件仍在途中，属于数量已落实、时间未满足，不能重复下单700件。页面同时展示“新增缺口”“尚未到厂”“预计到厂晚于需用”，避免把供给已,MATERIAL-001/002/003/004/005,缺口口径成立；可开工量须限定SKU/BOM/批次与单位投入系数,F07,新采购700件仍在途中，属于数量已落实、时间未满足，不能重复下单700件。页面同时展示“新增缺口”“尚未到厂”“预计到厂晚于需用”，避免把供给已覆盖误显示为齐套。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,217,06. 面辅料的条件工作与数量,分别定义现货、中国、印尼、制作、加工和混合路线｜本行：路线,MATERIAL-005/006/007/008,条文成立；本次仅确认设计语义，当前实现需另核对,,|路线|实际需要的工作链|完成到什么位置|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,218,06. 面辅料的条件工作与数量,组织文档或图表语法：|---|---|---|,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,|---|---|---|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,219,06. 面辅料的条件工作与数量,分别定义现货、中国、印尼、制作、加工和混合路线｜本行：已有库存,MATERIAL-005,条文成立；本次仅确认设计语义，当前实现需另核对,,|已有库存|需求分配→调拨安排→出库→运输→目标工厂实收|足量、合格、正确SKU及目标工厂|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,220,06. 面辅料的条件工作与数量,分别定义现货、中国、印尼、制作、加工和混合路线｜本行：中国采购,MATERIAL-006,条文成立；本次仅确认设计语义，当前实现需另核对,,|中国采购|确认需求→下采购单→供方交货→国内运输／集货→跨境／目的地运输→到仓验收入库→调拨到厂|不能在国内签收或仓库入库就结束|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,221,06. 面辅料的条件工作与数量,分别定义现货、中国、印尼、制作、加工和混合路线｜本行：印尼现货采购,MATERIAL-007,条文成立；本次仅确认设计语义，当前实现需另核对,,|印尼现货采购|下采购单→供方交货→当地运输→到仓验收入库→调拨到厂|中国路线的跨境工作不适用|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,222,06. 面辅料的条件工作与数量,分别定义现货、中国、印尼、制作、加工和混合路线｜本行：印尼本土制作,MATERIAL-007,条文成立；本次仅确认设计语义，当前实现需另核对,,|印尼本土制作|适用制版／打样→制作→必要染色→验收与入库→调拨到厂|与印尼买现货用不同规则；不因都为ID而相同|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,223,06. 面辅料的条件工作与数量,分别定义现货、中国、印尼、制作、加工和混合路线｜本行：采购原料后再加工,MATERIAL-008,条文成立；本次仅确认设计语义，当前实现需另核对,,|采购原料后再加工|原料供给到加工厂，和加工要求／色样汇合→加工→目标物料检验→下一工厂接收|白色原料合格不能计作指定黑色辅料完成|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,224,06. 面辅料的条件工作与数量,分别定义现货、中国、印尼、制作、加工和混合路线｜本行：部分现货＋部分采购,OBJECT-007；MATERIAL-010,条文成立；本次仅确认设计语义，当前实现需另核对,,|部分现货＋部分采购|两部分独立实例、独立批次、按数量释放下游|不能把各来源都当整单数量|,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,226,06. 面辅料的条件工作与数量,用006解释500可用、300待拨、200未入库两条卡点｜本行：**Mock-PT-006：**需求1000 PCS；现货300已到厂，采购700中500已入库，入库部分只有200已到厂，仓内300待调拨，另,MATERIAL-010；RISK-014,条文成立；本次仅确认设计语义，当前实现需另核对,,**Mock-PT-006：**需求1000 PCS；现货300已到厂，采购700中500已入库，入库部分只有200已到厂，仓内300待调拨，另外200尚未到仓。到厂可用=300+200=500；尚缺=500；其中300卡在仓库调拨、200卡在采购到仓。必须有两条卡点及各自责任，不能只显示“采购覆盖100%”。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,228,06. 面辅料的条件工作与数量,规定物流批次去重、合格量、返工回流和单位差异｜本行：同一采购单多条物流记录按真实采购明细／SKU／批次关联，累计实收去重。退货、不合格、短收和单位差异不得计为合格完成。返工合格回流补回可用量，同一,MATERIAL-009/011；DATA-002/007,条文成立；本次仅确认设计语义，当前实现需另核对,,同一采购单多条物流记录按真实采购明细／SKU／批次关联，累计实收去重。退货、不合格、短收和单位差异不得计为合格完成。返工合格回流补回可用量，同一件的原不合格和返工后合格不能同时累计两次。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,230,07. 时间、规则和版本,组织文档或图表语法：07. 时间、规则和版本,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,## 07. 时间、规则和版本,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,232,07. 时间、规则和版本 / 07.1 自然日精度,组织文档或图表语法：07.1 自然日精度,背景（结构行；所属语义见同节正文）,结构行已阅读；不独立认定业务实现通过,,### 07.1 自然日精度,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,234,07. 时间、规则和版本 / 07.1 自然日精度,定义24小时自然日、绝对时间、精度和逾期边界｜本行：建议统一采用连续24小时自然日：1天=86400秒，周末／节假日不停表。T0=8月28日10:00，D24=9月21日10:00；不是第24个日,TIME-001/002/003/004；OPEN-001,内部口径一致；正式业务日期规则仍属待批准，不可声称线上SLA,,建议统一采用连续24小时自然日：1天=86400秒，周末／节假日不停表。T0=8月28日10:00，D24=9月21日10:00；不是第24个日历日期的23:59。存储／运算采用统一绝对时刻，界面可显示中国或印尼本地时间，并标时区。日期缺少时分秒时不得捏造精确截止，须标明来源精度并按已批准日期规则计算。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
product-design.md,236,07. 时间、规则和版本 / 07.1 自然日精度,定义24小时自然日、绝对时间、精度和逾期边界｜本行：截止相等为按期，超过才逾期；显示保留2位自然日，也可辅以“剩余1天6小时”。判定使用未舍入值，不能显示“0天”掩盖已超过数分钟。工作量的整批处理,TIME-001/002/003/004；OPEN-001,内部口径一致；正式业务日期规则仍属待批准，不可声称线上SLA,,截止相等为按期，超过才逾期；显示保留2位自然日，也可辅以“剩余1天6小时”。判定使用未舍入值，不能显示“0天”掩盖已超过数分钟。工作量的整批处理可向上取整批次数，不能对所有时长向上取整成整数天。,仅产品文档语义；不构成源码或页面验收,52b4fcb24c0194b77531b422ec60791a6ee3fdf48cc54fecfc4a023e16c2c9ee
